VendaID,ClienteID,ProdutoID,Quantidade,Preço,Valor,Data
162,168,14,5,450.0,2250.0,2024-09-07
163,120,7,3,480.0,1440.0,2025-06-05
164,114,12,4,1550.0,6200.0,2025-05-03
165,131,11,2,980.0,1960.0,2024-08-17
166,189,13,4,870.0,3480.0,2025-05-18
167,169,11,2,980.0,1960.0,2026-01-12
168,73,2,1,3900.0,3900.0,2025-04-02
169,170,8,5,420.0,2100.0,2026-04-05
170,86,8,5,420.0,2100.0,2025-07-08
171,193,2,1,3900.0,3900.0,2026-04-28
172,173,14,2,450.0,900.0,2026-02-15
173,58,3,3,180.0,540.0,2025-06-11
174,38,3,2,180.0,360.0,2024-08-05
175,12,9,1,350.0,350.0,2025-06-23
176,122,1,2,4200.0,8400.0,2025-02-18
177,197,9,5,350.0,1750.0,2025-02-11
178,117,3,1,180.0,180.0,2024-10-06
179,162,8,4,420.0,1680.0,2024-08-11
180,50,2,5,3900.0,19500.0,2024-08-24
181,127,12,4,1550.0,6200.0,2025-11-02
182,63,10,4,270.0,1080.0,2026-03-31
183,168,8,2,420.0,840.0,2026-04-30
184,193,12,1,1550.0,1550.0,2026-05-31
185,200,9,1,350.0,350.0,2026-05-07
186,57,9,4,350.0,1400.0,2026-04-13
187,179,12,2,1550.0,3100.0,2025-11-12
188,119,13,5,870.0,4350.0,2025-01-23
189,143,13,1,870.0,870.0,2024-11-02
190,32,14,2,450.0,900.0,2025-08-07
191,35,6,4,1700.0,6800.0,2024-10-30
192,171,13,4,870.0,3480.0,2025-07-14
193,144,8,5,420.0,2100.0,2025-09-08
194,82,14,5,450.0,2250.0,2025-09-30
195,157,14,4,450.0,1800.0,2024-11-10
196,110,7,5,480.0,2400.0,2025-07-05
197,115,6,5,1700.0,8500.0,2025-06-11
198,191,12,2,1550.0,3100.0,2024-09-03
199,116,1,4,4200.0,16800.0,2025-06-09
200,193,8,3,420.0,1260.0,2024-10-05
201,164,9,2,350.0,700.0,2025-12-03
202,197,8,3,420.0,1260.0,2026-05-06
203,125,2,5,3900.0,19500.0,2025-05-24
204,71,9,2,350.0,700.0,2024-08-11
205,20,6,4,1700.0,6800.0,2024-07-06
206,61,13,3,870.0,2610.0,2026-05-21
207,86,10,3,270.0,810.0,2025-04-16
208,139,14,3,450.0,1350.0,2025-05-07
209,36,12,1,1550.0,1550.0,2024-11-11
210,60,7,2,480.0,960.0,2025-07-14
211,178,8,4,420.0,1680.0,2024-09-23
212,181,14,2,450.0,900.0,2026-03-02
213,17,8,2,420.0,840.0,2024-07-22
214,105,12,4,1550.0,6200.0,2025-03-23
215,139,12,3,1550.0,4650.0,2025-12-09
216,107,9,4,350.0,1400.0,2026-03-09
217,53,11,1,980.0,980.0,2025-06-19
218,100,8,4,420.0,1680.0,2024-07-10
219,179,9,5,350.0,1750.0,2026-06-15
220,196,6,1,1700.0,1700.0,2026-06-09
221,98,15,5,5200.0,26000.0,2026-02-05
222,2,6,4,1700.0,6800.0,2024-11-10
223,77,7,3,480.0,1440.0,2026-06-21
224,108,12,4,1550.0,6200.0,2025-01-28
225,192,4,5,320.0,1600.0,2025-10-26
226,155,3,5,180.0,900.0,2026-04-01
227,125,4,2,320.0,640.0,2026-05-03
228,70,1,2,4200.0,8400.0,2025-01-05
229,125,4,4,320.0,1280.0,2026-06-27
230,100,5,1,1100.0,1100.0,2025-01-29
231,172,4,3,320.0,960.0,2025-05-02
232,186,2,4,3900.0,15600.0,2024-07-16
233,120,2,2,3900.0,7800.0,2026-06-04
234,160,4,2,320.0,640.0,2025-12-18
235,7,5,5,1100.0,5500.0,2024-12-25
236,152,14,4,450.0,1800.0,2024-09-28
237,170,14,5,450.0,2250.0,2025-12-23
238,22,13,1,870.0,870.0,2024-12-11
239,35,12,4,1550.0,6200.0,2025-11-23
240,47,6,4,1700.0,6800.0,2025-04-30
241,67,7,1,480.0,480.0,2025-08-11
242,84,13,4,870.0,3480.0,2026-03-28
243,117,1,2,4200.0,8400.0,2026-04-18
244,87,5,3,1100.0,3300.0,2025-03-27
245,72,6,4,1700.0,6800.0,2025-01-23
246,65,8,4,420.0,1680.0,2024-11-02
247,121,5,1,1100.0,1100.0,2024-07-19
248,192,1,1,4200.0,4200.0,2024-09-23
249,14,13,5,870.0,4350.0,2025-09-26
250,58,7,3,480.0,1440.0,2024-12-21
251,200,10,1,270.0,270.0,2024-07-27
252,194,8,1,420.0,420.0,2025-05-27
253,64,6,1,1700.0,1700.0,2025-07-25
254,6,12,2,1550.0,3100.0,2024-07-07
255,40,1,5,4200.0,21000.0,2025-05-12
256,33,14,2,450.0,900.0,2024-07-13
257,172,10,4,270.0,1080.0,2024-12-15
258,145,15,1,5200.0,5200.0,2026-06-17
259,120,9,2,350.0,700.0,2025-10-23
260,197,5,3,1100.0,3300.0,2026-01-01
261,43,6,3,1700.0,5100.0,2024-07-27
262,156,12,5,1550.0,7750.0,2024-07-29
263,200,10,1,270.0,270.0,2024-11-21
264,80,5,2,1100.0,2200.0,2026-04-27
265,149,14,1,450.0,450.0,2025-11-05
266,80,15,1,5200.0,5200.0,2024-08-31
267,174,11,5,980.0,4900.0,2025-10-04
268,102,9,4,350.0,1400.0,2025-07-04
269,20,10,2,270.0,540.0,2024-10-20
270,177,15,5,5200.0,26000.0,2024-09-03
271,27,9,2,350.0,700.0,2024-08-01
272,176,5,3,1100.0,3300.0,2026-06-01
273,31,13,5,870.0,4350.0,2026-04-09
274,11,3,5,180.0,900.0,2025-11-20
275,137,15,3,5200.0,15600.0,2025-06-26
276,170,11,4,980.0,3920.0,2026-01-06
277,18,2,3,3900.0,11700.0,2024-11-14
278,166,6,5,1700.0,8500.0,2024-10-03
279,4,4,3,320.0,960.0,2026-01-24
280,126,5,4,1100.0,4400.0,2025-04-08
281,111,15,1,5200.0,5200.0,2024-08-08
282,163,9,3,350.0,1050.0,2024-08-21
283,182,4,4,320.0,1280.0,2024-11-10
284,112,11,2,980.0,1960.0,2026-06-18
285,188,9,2,350.0,700.0,2025-06-28
286,167,9,5,350.0,1750.0,2024-08-23
287,158,7,3,480.0,1440.0,2026-06-14
288,199,10,5,270.0,1350.0,2025-08-01
289,120,1,4,4200.0,16800.0,2026-01-09
290,188,14,4,450.0,1800.0,2025-08-29
291,69,4,5,320.0,1600.0,2025-10-19
292,63,3,3,180.0,540.0,2026-05-05
293,72,3,1,180.0,180.0,2024-10-30
294,63,8,4,420.0,1680.0,2025-11-27
295,146,3,4,180.0,720.0,2026-03-21
296,172,11,5,980.0,4900.0,2025-05-24
297,87,11,4,980.0,3920.0,2026-06-28
298,127,14,1,450.0,450.0,2024-08-26
299,47,7,3,480.0,1440.0,2026-06-07
300,55,1,4,4200.0,16800.0,2025-12-30
301,67,3,3,180.0,540.0,2025-04-29
302,72,13,3,870.0,2610.0,2026-01-09
303,180,12,5,1550.0,7750.0,2025-12-25
304,143,3,3,180.0,540.0,2024-12-17
305,133,8,1,420.0,420.0,2025-06-15
306,22,9,2,350.0,700.0,2025-03-14
307,185,9,2,350.0,700.0,2026-04-04
308,126,2,4,3900.0,15600.0,2026-02-11
309,195,10,5,270.0,1350.0,2025-11-20
310,177,5,2,1100.0,2200.0,2025-07-26
311,166,11,4,980.0,3920.0,2025-09-06
312,115,13,4,870.0,3480.0,2024-10-08
313,24,3,1,180.0,180.0,2025-03-14
314,57,1,3,4200.0,12600.0,2026-03-27
315,178,8,4,420.0,1680.0,2025-12-20
316,79,1,2,4200.0,8400.0,2026-01-07
317,95,14,5,450.0,2250.0,2025-05-22
318,142,2,4,3900.0,15600.0,2025-06-19
319,89,2,5,3900.0,19500.0,2025-08-19
320,191,13,4,870.0,3480.0,2025-08-13
321,85,5,5,1100.0,5500.0,2025-05-25
322,180,7,3,480.0,1440.0,2025-05-08
323,70,3,4,180.0,720.0,2026-01-08
324,65,15,3,5200.0,15600.0,2025-08-05
325,31,8,2,420.0,840.0,2026-01-21
326,81,7,2,480.0,960.0,2025-07-14
327,191,3,1,180.0,180.0,2024-12-15
328,196,1,5,4200.0,21000.0,2026-06-02
329,50,3,2,180.0,360.0,2024-09-29
330,190,15,2,5200.0,10400.0,2025-06-14
331,71,2,4,3900.0,15600.0,2025-11-20
332,195,7,5,480.0,2400.0,2026-06-16
333,153,4,5,320.0,1600.0,2024-09-09
334,26,8,3,420.0,1260.0,2025-05-11
335,76,2,2,3900.0,7800.0,2025-08-25
336,93,10,2,270.0,540.0,2025-09-27
337,78,11,2,980.0,1960.0,2025-12-05
338,182,14,1,450.0,450.0,2026-01-27
339,33,1,5,4200.0,21000.0,2026-01-26
340,12,1,3,4200.0,12600.0,2025-04-17
341,142,14,1,450.0,450.0,2024-09-03
342,179,8,3,420.0,1260.0,2026-03-26
343,164,2,2,3900.0,7800.0,2025-10-12
344,27,1,4,4200.0,16800.0,2025-09-22
345,147,1,1,4200.0,4200.0,2026-03-19
346,121,13,3,870.0,2610.0,2024-09-20
347,113,4,4,320.0,1280.0,2025-06-30
348,48,8,3,420.0,1260.0,2025-11-23
349,65,12,1,1550.0,1550.0,2026-07-01
350,30,15,4,5200.0,20800.0,2025-08-23
351,103,2,1,3900.0,3900.0,2024-10-08
352,19,2,4,3900.0,15600.0,2025-09-15
353,162,7,5,480.0,2400.0,2025-08-23
354,39,1,1,4200.0,4200.0,2025-09-13
355,145,7,2,480.0,960.0,2025-04-29
356,22,9,3,350.0,1050.0,2026-01-27
357,31,13,2,870.0,1740.0,2024-09-30
358,196,4,5,320.0,1600.0,2025-02-13
359,156,4,4,320.0,1280.0,2024-07-08
360,159,3,5,180.0,900.0,2026-04-21
361,199,14,2,450.0,900.0,2025-10-21
362,98,9,5,350.0,1750.0,2024-07-28
363,114,8,4,420.0,1680.0,2026-06-02
364,151,5,3,1100.0,3300.0,2025-11-26
365,79,14,4,450.0,1800.0,2024-12-25
366,159,7,5,480.0,2400.0,2024-12-13
367,157,6,1,1700.0,1700.0,2024-11-06
368,196,13,1,870.0,870.0,2024-08-14
369,161,15,2,5200.0,10400.0,2025-03-31
370,68,12,2,1550.0,3100.0,2025-09-02
371,41,6,1,1700.0,1700.0,2025-01-05
372,45,11,2,980.0,1960.0,2025-06-26
373,20,4,5,320.0,1600.0,2025-10-31
374,1,5,2,1100.0,2200.0,2024-11-19
375,116,7,4,480.0,1920.0,2026-01-31
376,121,15,5,5200.0,26000.0,2026-04-22
377,9,8,3,420.0,1260.0,2025-01-29
378,74,3,2,180.0,360.0,2025-04-16
379,180,10,3,270.0,810.0,2025-03-29
380,19,15,4,5200.0,20800.0,2025-05-08
381,68,13,2,870.0,1740.0,2024-12-23
382,170,9,5,350.0,1750.0,2025-10-28
383,109,5,2,1100.0,2200.0,2026-04-03
384,140,13,1,870.0,870.0,2025-05-12
385,166,11,2,980.0,1960.0,2025-11-18
386,69,14,2,450.0,900.0,2025-07-30
387,19,2,2,3900.0,7800.0,2025-01-02
388,43,12,1,1550.0,1550.0,2025-01-14
389,153,8,3,420.0,1260.0,2025-07-26
390,74,5,5,1100.0,5500.0,2025-03-15
391,32,7,4,480.0,1920.0,2026-02-27
392,177,5,4,1100.0,4400.0,2025-10-19
393,180,10,3,270.0,810.0,2025-12-05
394,70,14,4,450.0,1800.0,2025-04-24
395,139,11,5,980.0,4900.0,2026-05-31
396,113,11,4,980.0,3920.0,2024-07-12
397,154,15,1,5200.0,5200.0,2024-07-19
398,111,14,1,450.0,450.0,2025-10-03
399,155,3,3,180.0,540.0,2025-02-10
400,7,9,3,350.0,1050.0,2026-02-10
401,59,7,1,480.0,480.0,2026-05-13
402,151,6,5,1700.0,8500.0,2024-08-14
403,196,7,1,480.0,480.0,2025-02-14
404,148,3,3,180.0,540.0,2025-05-20
405,196,2,1,3900.0,3900.0,2026-06-19
406,121,8,2,420.0,840.0,2026-02-02
407,167,7,5,480.0,2400.0,2026-06-09
408,72,6,4,1700.0,6800.0,2025-02-26
409,150,12,2,1550.0,3100.0,2024-11-29
410,163,8,4,420.0,1680.0,2024-09-09
411,24,9,4,350.0,1400.0,2025-11-09
412,90,6,4,1700.0,6800.0,2025-08-19
413,86,8,4,420.0,1680.0,2026-04-06
414,172,7,3,480.0,1440.0,2026-01-26
415,42,7,1,480.0,480.0,2025-12-05
416,106,13,3,870.0,2610.0,2026-06-12
417,74,7,4,480.0,1920.0,2024-08-14
418,195,14,4,450.0,1800.0,2025-03-10
419,10,3,5,180.0,900.0,2025-01-28
420,23,15,4,5200.0,20800.0,2025-12-10
421,65,2,3,3900.0,11700.0,2026-05-31
422,30,14,3,450.0,1350.0,2025-05-06
423,132,11,4,980.0,3920.0,2025-01-01
424,169,5,1,1100.0,1100.0,2025-08-06
425,119,15,5,5200.0,26000.0,2024-12-12
426,14,11,4,980.0,3920.0,2024-10-19
427,133,2,2,3900.0,7800.0,2025-07-17
428,160,12,3,1550.0,4650.0,2024-11-11
429,161,9,4,350.0,1400.0,2026-02-19
430,195,11,4,980.0,3920.0,2024-10-21
431,53,4,1,320.0,320.0,2026-03-06
432,141,5,3,1100.0,3300.0,2025-06-27
433,74,10,2,270.0,540.0,2025-05-03
434,179,14,4,450.0,1800.0,2025-10-28
435,32,9,4,350.0,1400.0,2025-10-12
436,162,11,1,980.0,980.0,2024-11-26
437,62,12,5,1550.0,7750.0,2026-06-23
438,80,2,2,3900.0,7800.0,2025-11-17
439,4,13,5,870.0,4350.0,2025-11-20
440,105,9,5,350.0,1750.0,2024-11-11
441,58,15,1,5200.0,5200.0,2026-01-09
442,119,5,1,1100.0,1100.0,2026-02-05
443,166,1,1,4200.0,4200.0,2025-09-20
444,128,8,2,420.0,840.0,2025-04-23
445,131,12,3,1550.0,4650.0,2024-10-05
446,107,14,3,450.0,1350.0,2025-04-08
447,121,1,4,4200.0,16800.0,2025-05-26
448,117,5,2,1100.0,2200.0,2025-06-14
449,38,12,5,1550.0,7750.0,2025-02-28
450,49,9,4,350.0,1400.0,2025-01-12
451,131,6,5,1700.0,8500.0,2024-11-06
452,18,13,2,870.0,1740.0,2025-12-18
453,198,12,3,1550.0,4650.0,2026-01-14
454,88,3,4,180.0,720.0,2024-11-22
455,69,10,5,270.0,1350.0,2025-08-09
456,73,8,1,420.0,420.0,2025-01-08
457,151,12,3,1550.0,4650.0,2026-03-26
458,169,3,5,180.0,900.0,2024-10-08
459,39,15,4,5200.0,20800.0,2024-11-06
460,138,14,4,450.0,1800.0,2025-08-25
461,89,1,4,4200.0,16800.0,2026-01-30
462,142,10,3,270.0,810.0,2024-11-23
463,97,11,5,980.0,4900.0,2025-08-17
464,83,11,4,980.0,3920.0,2024-11-30
465,179,2,2,3900.0,7800.0,2025-07-28
466,147,3,2,180.0,360.0,2026-06-18
467,60,11,4,980.0,3920.0,2025-11-14
468,12,7,4,480.0,1920.0,2026-01-12
469,191,10,3,270.0,810.0,2025-12-09
470,181,3,4,180.0,720.0,2026-07-01
471,99,6,4,1700.0,6800.0,2026-02-14
472,127,1,2,4200.0,8400.0,2024-10-31
473,33,13,1,870.0,870.0,2024-12-10
474,152,2,5,3900.0,19500.0,2025-10-31
475,26,15,3,5200.0,15600.0,2025-03-20
476,26,4,4,320.0,1280.0,2025-08-08
477,117,8,5,420.0,2100.0,2026-04-03
478,185,12,1,1550.0,1550.0,2025-06-01
479,105,8,2,420.0,840.0,2025-07-09
480,20,13,2,870.0,1740.0,2024-12-07
481,68,6,4,1700.0,6800.0,2025-08-04
482,160,12,3,1550.0,4650.0,2026-03-20
483,167,8,4,420.0,1680.0,2025-02-15
484,85,6,1,1700.0,1700.0,2025-01-09
485,98,8,5,420.0,2100.0,2026-03-02
486,161,9,3,350.0,1050.0,2026-04-03
487,139,14,4,450.0,1800.0,2026-03-07
488,159,1,1,4200.0,4200.0,2025-12-08
489,61,4,1,320.0,320.0,2025-07-08
490,59,14,3,450.0,1350.0,2024-10-13
491,112,14,1,450.0,450.0,2026-06-23
492,195,5,1,1100.0,1100.0,2025-05-14
493,114,8,1,420.0,420.0,2025-07-23
494,178,14,2,450.0,900.0,2025-04-02
495,8,10,3,270.0,810.0,2026-06-09
496,84,12,1,1550.0,1550.0,2024-12-16
497,76,10,1,270.0,270.0,2025-11-24
498,96,11,3,980.0,2940.0,2026-06-04
499,38,3,4,180.0,720.0,2025-03-04
500,136,6,2,1700.0,3400.0,2024-07-22
501,145,5,4,1100.0,4400.0,2026-05-30
502,44,15,2,5200.0,10400.0,2025-09-12
503,21,4,2,320.0,640.0,2025-12-16
504,98,4,5,320.0,1600.0,2024-11-07
505,175,13,5,870.0,4350.0,2025-04-19
506,128,5,2,1100.0,2200.0,2025-10-09
507,37,12,5,1550.0,7750.0,2026-05-27
508,119,10,2,270.0,540.0,2025-01-12
509,118,8,3,420.0,1260.0,2026-06-13
510,171,8,3,420.0,1260.0,2026-05-23
511,120,12,1,1550.0,1550.0,2025-04-28
512,174,2,3,3900.0,11700.0,2025-01-01
513,41,8,5,420.0,2100.0,2026-04-17
514,114,9,1,350.0,350.0,2026-01-19
515,151,15,3,5200.0,15600.0,2024-10-05
516,164,5,3,1100.0,3300.0,2025-05-28
517,177,1,4,4200.0,16800.0,2026-05-22
518,117,4,3,320.0,960.0,2025-11-17
519,51,15,3,5200.0,15600.0,2025-12-16
520,124,2,4,3900.0,15600.0,2025-02-08
521,61,10,1,270.0,270.0,2026-05-10
522,147,4,4,320.0,1280.0,2024-07-15
523,148,12,3,1550.0,4650.0,2025-02-18
524,180,6,3,1700.0,5100.0,2026-02-03
525,6,8,3,420.0,1260.0,2025-06-26
526,71,4,4,320.0,1280.0,2025-03-03
527,145,3,1,180.0,180.0,2025-02-24
528,156,9,1,350.0,350.0,2026-04-12
529,74,6,4,1700.0,6800.0,2026-05-10
530,156,4,2,320.0,640.0,2024-08-25
531,57,7,3,480.0,1440.0,2025-09-30
532,159,2,2,3900.0,7800.0,2024-11-12
533,174,3,3,180.0,540.0,2025-07-09
534,161,6,2,1700.0,3400.0,2025-06-04
535,161,14,1,450.0,450.0,2024-10-06
536,80,2,1,3900.0,3900.0,2025-10-07
537,9,7,4,480.0,1920.0,2026-05-22
538,94,12,5,1550.0,7750.0,2026-07-03
539,24,5,2,1100.0,2200.0,2024-12-26
540,84,7,3,480.0,1440.0,2026-05-15
541,45,11,4,980.0,3920.0,2025-02-19
542,34,4,2,320.0,640.0,2025-11-13
543,94,13,5,870.0,4350.0,2024-10-17
544,129,11,5,980.0,4900.0,2024-11-01
545,43,13,3,870.0,2610.0,2025-05-06
546,124,6,3,1700.0,5100.0,2025-09-25
547,192,15,3,5200.0,15600.0,2025-04-23
548,30,4,3,320.0,960.0,2024-10-31
549,20,3,4,180.0,720.0,2024-08-04
550,194,7,2,480.0,960.0,2024-09-19
551,174,4,2,320.0,640.0,2025-09-24
552,143,10,4,270.0,1080.0,2024-11-30
553,24,2,3,3900.0,11700.0,2025-03-14
554,4,1,4,4200.0,16800.0,2025-11-15
555,138,9,3,350.0,1050.0,2025-09-20
556,117,14,1,450.0,450.0,2025-04-18
557,173,4,3,320.0,960.0,2025-05-15
558,150,8,3,420.0,1260.0,2024-10-02
559,164,5,4,1100.0,4400.0,2026-04-03
560,28,12,3,1550.0,4650.0,2025-07-28
561,121,8,2,420.0,840.0,2025-10-12
562,159,11,1,980.0,980.0,2024-10-16
563,84,4,5,320.0,1600.0,2025-08-15
564,57,2,5,3900.0,19500.0,2026-02-09
565,163,1,1,4200.0,4200.0,2024-07-23
566,180,13,4,870.0,3480.0,2025-09-18
567,167,2,3,3900.0,11700.0,2024-08-20
568,30,4,4,320.0,1280.0,2025-09-16
569,12,6,2,1700.0,3400.0,2024-10-18
570,78,11,1,980.0,980.0,2025-04-14
571,30,10,4,270.0,1080.0,2024-08-27
572,61,15,1,5200.0,5200.0,2024-09-17
573,35,6,5,1700.0,8500.0,2024-11-22
574,117,13,4,870.0,3480.0,2025-02-14
575,172,6,3,1700.0,5100.0,2026-04-29
576,108,8,5,420.0,2100.0,2026-04-29
577,191,8,5,420.0,2100.0,2024-10-09
